topic_code,type,title,provider,url,duration,notes,is_primary,rank,pace,lod,breadth,dok,wida,visuals,series,prereq,video_id
13B2,reading,"Tonicity (pp. 28, 43-44, 104)",Nowicki et al. / HMH,https://drive.google.com/file/d/1ZTGtLS6mfG_H8fnJu0YyvTSALGN1jAGA/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7. Note: Video is primary for this topic; reading is supplementary.",,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
13C1,reading,"Membrane Pumps (pp. 22, 100-101, 103-105)",Nowicki et al. / HMH,https://drive.google.com/file/d/1eQRa6sIgSd6L9dVVu_O0gFe_ld7Qe_k_/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
13C2,reading,"Bulk Transport (pp. 26, 102, 105, 279)",Nowicki et al. / HMH,https://drive.google.com/file/d/1WW1-tZ7obPApSdYRhMcsq0X3TqKUG3cl/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
14A,reading,"Virus Structure & Life Debate (pp. 12-13, 24, 46, 262, 364, 366)",Nowicki et al. / HMH,https://drive.google.com/file/d/1ejYOe2NfANz6wntNoTRt2jA7r8TTEpFI/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
14B,reading,"Lytic vs. Lysogenic (pp. 12-13, 46, 239, 262)",Nowicki et al. / HMH,https://drive.google.com/file/d/1jDhxDJQH9FQxPDzcfNJ5V9oL8_7joCIM/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7. Note: Video is primary for this topic; reading is supplementary.",,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
15,reading,"Bacteria & Antibiotic Resistance (pp. 24, 27, 163-164, 239-240, 288-289, 360, 404-408, 419-420, 430)",Nowicki et al. / HMH,https://drive.google.com/file/d/18mUleUP6uNGpxbeg3id0zw9KQ44_5MR1/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
16A,reading,"Light-Dependent Reactions (pp. 28, 100-101, 117-122, 135)",Nowicki et al. / HMH,https://drive.google.com/file/d/1gHs_Ge9I2gO0XpFfmtVhBU_72QLYv6RW/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
16B,reading,"Calvin Cycle (pp. 118, 122-125, 131-132, 162)",Nowicki et al. / HMH,https://drive.google.com/file/d/1RBT_R1ODURj3GJDC1sDMy8YhHR_61D-L/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
17A,reading,"Glycolysis (pp. 94, 100-101, 131-133, 136)",Nowicki et al. / HMH,https://drive.google.com/file/d/1VClEnHPGmUA4yyc8xPxi_gDLXAaGRcWT/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
17B,reading,"Krebs Cycle & ETC (pp. 26, 122, 131-135)",Nowicki et al. / HMH,https://drive.google.com/file/d/1bOXRmTi1rioHEIBNc_2ID8m5Cng5QzzI/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
17C,reading,"Fermentation (pp. 131-133, 136-137, 500)",Nowicki et al. / HMH,https://drive.google.com/file/d/1JiQtT3tZaFhmVLWZ6sUXuzyxIpyix7Kn/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
18A,reading,"Cell Cycle Phases (pp. 220-227, 230-231, 235-236, 266)",Nowicki et al. / HMH,https://drive.google.com/file/d/1J7A24mtsTi6bRM3XSf6B5dnLpw9-X55J/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
18B,reading,"Checkpoints & Cancer (pp. 226-227, 252, 255, 298, 352)",Nowicki et al. / HMH,https://drive.google.com/file/d/1bWpvIQTMjjtqgVvIgQ0K9DzccfI7zTR6/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
19A,reading,"Mitosis (PMAT) (pp. 223-224, 234-240, 244, 310)",Nowicki et al. / HMH,https://drive.google.com/file/d/1eciOLByuwBqgIQrjpOT7lQZa1zyw9bqw/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
19B,reading,"Cytokinesis (pp. 25, 27, 237-239, 244, 307)",Nowicki et al. / HMH,https://drive.google.com/file/d/1Xnh2Ehb786c8_U07LBQMv4tk2HHe8IFc/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
20A,reading,"DNA Structure (pp. 76, 99, 258-265)",Nowicki et al. / HMH,https://drive.google.com/file/d/1hPqpX2MW5G0G_Tx6FgDKBhfXjNMjtJdU/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
20B,reading,"DNA Replication (pp. 222-223, 235-236, 266-268, 343-346, 357-359)",Nowicki et al. / HMH,https://drive.google.com/file/d/1TtjAhH7y-JFRcTD9PlI2CFmG6UDoi__Y/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
21A,reading,"DNA vs. RNA (pp. 99, 263-265, 273, 275-276, 278)",Nowicki et al. / HMH,https://drive.google.com/file/d/1ZyDBD_HGm3et5v_svogs-TRyFniBsifG/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
21B,reading,"Transcription (pp. 273, 275, 277-278, 287-292)",Nowicki et al. / HMH,https://drive.google.com/file/d/1krOiNfUJkPUO6kO3eGU66dbq5_PQna0-/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
22A,reading,"Genetic Code (pp. 98, 101, 278, 280, 344-345, 353)",Nowicki et al. / HMH,https://drive.google.com/file/d/1czeGVuM1KStb8-2ZYLREr1_UVQQQVag7/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
22B,reading,"Translation (pp. 26, 275, 278-282, 287)",Nowicki et al. / HMH,https://drive.google.com/file/d/1rq2pF9vRvK21s9kNmjmHt84ZRNVXWSrm/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
23A,reading,"Meiosis I (pp. 235-236, 304-308, 310-312, 319)",Nowicki et al. / HMH,https://drive.google.com/file/d/1uEPvdfrBhNG87XX481GlbeuHPCZdOEYZ/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
23B,reading,"Meiosis II (pp. 237-238, 307-310)",Nowicki et al. / HMH,https://drive.google.com/file/d/11ROXwUGE9li8b8JtaYmEJHzZJ3pmWDVP/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
24A,reading,"Crossing Over (pp. 305, 307-308, 311-313, 419)",Nowicki et al. / HMH,https://drive.google.com/file/d/1sYxPaES0ZeazDnv5NN0ze2Fxy4WVdL67/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
24B,reading,"Independent Assortment (pp. 305, 308, 311, 319)",Nowicki et al. / HMH,https://drive.google.com/file/d/1Up3MuEXyjxVI0bH5abtcNz7aGcpLC6ZI/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
24C,reading,"Random Fertilization (pp. 306, 310-314, 419-420)",Nowicki et al. / HMH,https://drive.google.com/file/d/14Uxmp5nnPwB3embyJV3eSGVawMSORdOb/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
25A,reading,"Law of Segregation (pp. 307-309, 317-321, 329-333)",Nowicki et al. / HMH,https://drive.google.com/file/d/1FLPqxzDY3jKEy3eyYFLdlBB-uV-tH5PY/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
25B,reading,"Law of Independent Assortment (pp. 308, 311, 313, 319, 334-335)",Nowicki et al. / HMH,https://drive.google.com/file/d/18vK4cFuMzShPqKX_iiC09g9eTfUgBuxE/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
26A,reading,"Monohybrid Crosses (pp. 319-321, 329-334)",Nowicki et al. / HMH,https://drive.google.com/file/d/1cgVTVR4Ia4ZIuXmgMeHicJfiul8qW3UG/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
26B,reading,"Dihybrid Crosses (pp. 311, 313, 319, 334-335)",Nowicki et al. / HMH,https://drive.google.com/file/d/1KOtpA4WTuc8tY3-7nPjuUJxiiZMjjeY9/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
27,reading,"Punnett Squares (pp. 319-321, 329-337, 420-421)",Nowicki et al. / HMH,https://drive.google.com/file/d/1LRNhbb5btf7R81EzHorHoVTDWOQyK9Ew/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
28,reading,"Pedigrees (pp. 320-322, 336-339)",Nowicki et al. / HMH,https://drive.google.com/file/d/1aW9botou1ygxE_GHX2HgRUdwnJYfvwEA/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
29A,reading,Incomplete & Codominance (pp. 320-322),Nowicki et al. / HMH,https://drive.google.com/file/d/1eKbr5nJORor-YZC5Hc_pMTtwWnX8icgC/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
29B,reading,"Multiple Alleles & Polygenic (pp. 322-324, 423)",Nowicki et al. / HMH,https://drive.google.com/file/d/1kd7otO4Qr18_hsafj8URgxaeFFpMVItk/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
30,reading,"Sex-Linked Traits (pp. 306, 323, 336-338)",Nowicki et al. / HMH,https://drive.google.com/file/d/1SlI3ciHNt1J0Nlntume2KuF62_mRpyyD/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
31A1,reading,"Substitution Mutations (pp. 280, 282, 342-345, 350-351, 353)",Nowicki et al. / HMH,https://drive.google.com/file/d/1p6L9nbY1v_hGnDjH35cvUkcLJwkf5yEa/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
31A2,reading,"Frameshift Mutations (pp. 280, 282, 343, 346)",Nowicki et al. / HMH,https://drive.google.com/file/d/10olOMrw3B1VarTA-MQKiEDZVc616SUsZ/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
31B,reading,"Chromosomal Mutations (pp. 307-309, 343, 347-350)",Nowicki et al. / HMH,https://drive.google.com/file/d/1tjISHlw5oWFUsurKIpf__E-P9si8MWMn/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
32A,reading,"Fossil Evidence (pp. 382, 389-393)",Nowicki et al. / HMH,https://drive.google.com/file/d/1jVTm9qgwGeIxXuk_kqsX5khKYcDQ8gRI/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
32B,reading,Anatomical Evidence (pp. 385-388),Nowicki et al. / HMH,https://drive.google.com/file/d/1_vRHpsyK7DWXY-Afjt_9I2J6hy0RxF-n/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
33A,reading,"DNA Sequence Evidence (pp. 258-265, 325, 383-384, 386-392)",Nowicki et al. / HMH,https://drive.google.com/file/d/1gPTZnTZrFrBpO1-tapaTJd0JHM02DHt1/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
33B,reading,"Protein Evidence (pp. 98, 272-284, 383-384)",Nowicki et al. / HMH,https://drive.google.com/file/d/1KE-AigpUCYXglj58vJiuKlvsAP_zgWdM/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7. Note: Video is primary for this topic; reading is supplementary.",,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
34A,reading,Darwin's Four Principles (pp. 399-408),Nowicki et al. / HMH,https://drive.google.com/file/d/1FJysVgXXLHJtj_btdvgmWJczmPCrRYES/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
34B,reading,"Adaptation (pp. 396, 399-401, 406-407, 410, 436-438)",Nowicki et al. / HMH,https://drive.google.com/file/d/1f4MADeLSrGLdNu84Rt6j5XIvfBsR4Kkg/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
35A1,reading,"Genetic Drift (pp. 419-421, 426-427)",Nowicki et al. / HMH,https://drive.google.com/file/d/1BhmKvGCfqWJfE3uDP0bjUbADA98II2XT/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
35A2,reading,"Bottleneck & Founder Effects (pp. 427-428, 430, 464)",Nowicki et al. / HMH,https://drive.google.com/file/d/1Elo9fVf_eN-6_1_9DQBdhx1B-i16Ps3a/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
35A3,reading,"Gene Flow (pp. 419-421, 428-429, 436)",Nowicki et al. / HMH,https://drive.google.com/file/d/1TIgKr36x1k7AmARCEj0E31JgbX-7Hqjt/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
35B,reading,"Patterns of Selection (pp. 323, 404-408, 422-425, 428)",Nowicki et al. / HMH,https://drive.google.com/file/d/1ZiCh1olSL0CywLeVQrs70Kj-Si0c6cT6/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
36,reading,"Speciation (pp. 403, 428-429, 434-443, 446)",Nowicki et al. / HMH,https://drive.google.com/file/d/1fg10C7iIfshTX9SO9AuL4D-lwVrbeHaF/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
37A,reading,"Digestive System (pp. 17-20, 72, 82-84, 87, 106-107, 113)",Nowicki et al. / HMH,https://drive.google.com/file/d/12Mhm5L9ZrI_I58_9zYBeKTD2seVmBHLB/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
37B,reading,"Excretory System (pp. 18, 32-33, 38, 44, 77)",Nowicki et al. / HMH,https://drive.google.com/file/d/1yteoFT1Uw2pCKmd9z6NoHVA9EOgJ-j_s/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7. Note: Video is primary for this topic; reading is supplementary.",,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
37C1,reading,"Heart Anatomy (pp. 18, 32-35, 37-39, 45, 48, 60, 351)",Nowicki et al. / HMH,https://drive.google.com/file/d/1aoubHFulYxibQGsG_dXk-zk5MDkH1JcP/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
37C2,reading,"Blood Vessels (pp. 37-39, 103)",Nowicki et al. / HMH,https://drive.google.com/file/d/1fXYD-NQ_lZVNGIk5r9Ih3_lBQELfCyoV/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7. Note: Video is primary for this topic; reading is supplementary.",,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
38A,reading,"Defining Homeostasis (pp. 5-7, 12, 32-46)",Nowicki et al. / HMH,https://drive.google.com/file/d/1xTBGw8mVs5GOhRSuBX-tvgM4fK9D0RvD/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
38B1,reading,"Negative Feedback Loops (pp. 6, 34-35, 37-41)",Nowicki et al. / HMH,https://drive.google.com/file/d/17naXPhzdePbL_NUbOssKzGctEe8Tjk1a/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
38B2,reading,"Positive Feedback Loops (pp. 35-37, 40)",Nowicki et al. / HMH,https://drive.google.com/file/d/1qyoiT_1uB0PcxIOBhkXeXNcIfPE0e4rE/view,,"Source: Nowicki et al., Science Dimensions Biology (© 2018 Houghton Mifflin Harcourt). ISBN 978-0-544-86178-7",yes,1,medium,medium,medium,2,4,medium,Science Dimensions Biology,,
11B,lab,volume lab box cells,Ms. Brandolini,https://drive.google.com/file/d/1DoV61BNgDZw2BrQFDj0iMEQmRIW3c-zp/view?usp=sharing,,,,,,,,,,,,,
11B,lab,volume lab worksheet,Ms. Brandolini,https://drive.google.com/file/d/1UdNI1NyUHr_ono6hTvrd9PZE_vrwv_m4/view?usp=sharing,,,,,,,,,,,,,
